"wrkstat","wrkslf","wrkgovt","occ10","indus10","age","educ","sex","race","year","parsol","joblose","jobfind","satjob","satfin","coninc","conrinc","prestg10","prestg105plus","dwelown"
8,2,NA,4000,8680,42,14,1,1,2024,3,NA,NA,NA,3,NA,NA,50,58,NA
4,2,NA,630,7580,37,NA,1,3,2024,4,NA,NA,3,3,90080,90080,47,59,2
2,2,NA,4720,8680,19,10,2,3,2024,1,3,2,3,2,NA,NA,28,16,2
1,2,NA,4620,8570,37,17,2,1,2024,5,NA,NA,2,2,46447.5,46447.5,35,28,NA
1,2,NA,430,6990,70,18,2,1,2024,NA,3,3,3,2,90080,90080,39,42,1
7,2,NA,4720,8590,50,12,2,1,2024,3,NA,NA,3,3,46447.5,NA,28,16,NA
8,2,NA,4230,NA,39,10,2,3,2024,3,NA,NA,NA,2,9148.75,NA,25,14,2
1,2,NA,NA,NA,66,2,2,3,2024,2,2,3,2,2,NA,NA,NA,NA,2
7,1,NA,4200,7690,46,10,2,1,2024,5,NA,NA,2,3,2533.5,1126,37,29,2
1,2,NA,4030,8680,41,6,2,3,2024,1,4,3,1,2,11963.75,11963.75,21,9,2
1,2,NA,1460,3190,48,18,1,3,2024,3,NA,NA,3,2,139024.36559,123761.89725,70,94,NA
5,2,NA,2200,7870,82,15,2,1,2024,2,NA,NA,NA,1,56300,NA,74,94,NA
7,2,NA,5700,4580,68,14,2,1,2024,3,NA,NA,2,2,56300,NA,47,55,1
5,2,NA,230,7860,69,18,2,3,2024,1,NA,NA,NA,1,139024.36559,123761.89725,59,80,NA
2,2,NA,410,7070,89,16,2,1,2024,NA,4,3,1,1,56300,30965,41,44,1
1,2,NA,5000,6990,62,16,1,1,2024,2,3,2,1,1,139024.36559,123761.89725,46,54,1
5,2,NA,3255,8190,82,18,2,3,2024,2,NA,NA,NA,3,56300,NA,64,87,1
5,2,NA,1700,7460,60,16,1,1,2024,1,NA,NA,NA,1,78820,NA,75,93,NA
4,2,NA,4760,5380,18,13,2,1,2024,1,NA,NA,2,2,139024.36559,1126,31,18,NA
5,2,NA,3850,9470,64,18,1,1,2024,3,NA,NA,NA,2,139024.36559,NA,60,78,1
5,1,NA,3010,7980,79,20,1,1,2024,4,NA,NA,NA,2,38002.5,38002.5,72,94,1
1,2,NA,430,7380,60,18,2,1,2024,3,NA,NA,1,2,NA,NA,39,42,NA
1,2,NA,5300,8660,38,18,1,1,2024,5,4,1,2,3,281.5,281.5,30,17,NA
1,2,NA,3850,9470,39,16,1,1,2024,NA,4,2,3,3,139024.36559,123761.89725,60,78,1
1,2,NA,5120,3490,NA,14,2,3,2024,NA,4,2,2,2,38002.5,38002.5,45,48,2
6,2,NA,5300,8660,35,15,2,1,2024,4,NA,NA,NA,2,46447.5,NA,30,17,NA
1,2,NA,10,7390,61,16,1,1,2024,2,NA,NA,1,3,90080,78820,72,90,NA
1,2,NA,5240,5790,36,16,1,1,2024,4,NA,NA,3,2,10556.25,3096.5,31,20,NA
6,NA,NA,NA,NA,22,16,2,1,2024,NA,NA,NA,NA,2,56300,NA,NA,NA,2
2,2,NA,2310,7860,33,12,2,1,2024,NA,4,1,1,2,78820,21112.5,61,85,1
1,1,NA,710,7390,47,17,1,1,2024,NA,4,1,1,2,67560,56300,51,72,2
1,1,NA,4850,4290,60,15,1,1,2024,1,4,3,1,1,139024.36559,123761.89725,45,55,2
1,2,NA,2010,8090,54,16,1,3,2024,1,NA,NA,2,2,38002.5,38002.5,54,68,NA
2,2,NA,410,7070,63,17,1,1,2024,4,NA,NA,1,3,7741.25,7741.25,41,44,NA
1,2,NA,2630,7460,54,16,2,1,2024,NA,NA,2,2,2,139024.36559,123761.89725,46,56,1
1,2,NA,5400,8190,65,16,2,3,2024,1,4,3,1,2,30965,25335,38,29,1
1,2,NA,9050,6070,51,14,1,1,2024,4,NA,NA,1,2,30965,30965,44,53,NA
8,NA,NA,NA,NA,69,4,NA,3,2024,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
4,2,NA,136,7580,36,15,1,3,2024,2,NA,NA,2,3,30965,30965,53,73,NA
1,1,NA,430,NA,NA,16,2,NA,2024,3,NA,NA,2,2,NA,NA,39,42,NA
1,2,NA,5700,9370,27,13,2,2,2024,4,NA,NA,1,2,46447.5,46447.5,47,55,NA
4,1,NA,2700,8560,61,16,1,1,2024,4,NA,NA,4,3,NA,NA,58,66,NA
4,2,NA,20,5180,31,16,1,3,2024,1,NA,NA,1,2,56300,56300,50,65,1
7,2,NA,5110,5380,35,12,2,3,2024,4,NA,NA,NA,3,18297.5,NA,40,38,NA
1,2,NA,600,7470,50,16,2,3,2024,NA,3,2,2,2,56300,56300,32,22,1
5,2,NA,8030,3960,66,15,1,3,2024,2,NA,NA,NA,2,46447.5,NA,40,37,1
1,2,NA,6260,770,31,12,1,3,2024,NA,4,2,1,2,56300,18297.5,28,23,2
1,1,NA,NA,NA,29,12,2,1,2024,3,NA,NA,2,2,NA,NA,NA,NA,NA
7,2,NA,3930,8660,35,13,2,2,2024,4,NA,NA,1,2,281.5,NA,34,27,NA
1,1,NA,9140,6190,27,15,2,3,2024,NA,4,2,1,3,15482.5,15482.5,26,11,2
1,2,NA,2000,7860,33,16,1,2,2024,4,4,3,1,3,30965,11963.75,51,64,2
5,2,NA,3600,8270,69,12,2,2,2024,4,NA,NA,NA,3,NA,NA,48,50,2
1,2,NA,2100,7270,36,14,1,1,2024,3,NA,NA,1,2,90080,90080,69,89,NA
1,2,NA,9120,6180,38,12,1,3,2024,NA,4,1,2,2,56300,38002.5,35,27,2
1,2,NA,4760,5380,50,12,2,2,2024,NA,4,1,2,2,18297.5,18297.5,31,18,2
1,2,NA,4800,7470,33,16,2,1,2024,3,NA,NA,2,3,78820,78820,38,36,NA
1,2,NA,3255,8190,39,16,2,1,2024,NA,4,2,4,2,NA,NA,64,87,2
